,ZipCode,StateFIPS
1798,4972,23
1799,4973,23
1800,4974,23
1801,4975,23
1802,4976,23
1803,4978,23
1804,4979,23
1805,4981,23
1806,4982,23
1807,4983,23
1808,4984,23
1809,4985,23
1810,4985,23
1811,4986,23
1812,4987,23
1813,4988,23
1814,4989,23
1815,4992,23
1816,5001,50
1817,5009,50
1818,5030,50
1819,5031,50
1820,5032,50
1821,5033,50
1822,5034,50
1823,5035,50
1824,5036,50
1825,5037,50
1826,5038,50
1827,5039,50
1828,5040,50
1829,5041,50
1830,5042,50
1831,5043,50
1832,5045,50
1833,5046,50
1834,5047,50
1835,5048,50
1836,5049,50
1837,5050,50
1838,5051,50
1839,5051,50
1840,5052,50
1841,5053,50
1842,5054,50
1843,5055,50
1844,5055,50
1845,5056,50
1846,5058,50
1847,5059,50
1848,5060,50
1849,5061,50
1850,5062,50
1851,5065,50
1852,5067,50
1853,5068,50
1854,5069,50
1855,5070,50
1856,5071,50
1857,5072,50
1858,5073,50
1859,5074,50
1860,5075,50
1861,5076,50
1862,5077,50
1863,5079,50
1864,5081,50
1865,5083,50
1866,5084,50
1867,5085,50
1868,5086,50
1869,5088,50
1870,5089,50
1871,5091,50
1872,5101,50
1873,5141,50
1874,5142,50
1875,5143,50
1876,5146,50
1877,5148,50
1878,5148,50
1879,5149,50
1880,5150,50
1881,5151,50
1882,5152,50
1883,5153,50
1884,5154,50
1885,5155,50
1886,5156,50
1887,5158,50
1888,5159,50
1889,5161,50
1890,5201,50
