ZipCode,Sequence,State,City,County,StateFIPS,CountyFIPS,Percent
20539,1,DC,Washington,District of Columbia,11,001,100
20540,1,DC,Washington,District of Columbia,11,001,100
20541,1,DC,Washington,District of Columbia,11,001,100
20542,1,DC,Washington,District of Columbia,11,001,100
20543,1,DC,Washington,District of Columbia,11,001,100
20544,1,DC,Washington,District of Columbia,11,001,100
20546,1,DC,Washington,District of Columbia,11,001,100
20547,1,DC,Washington,District of Columbia,11,001,100
20548,1,DC,Washington,District of Columbia,11,001,100
20549,1,DC,Washington,District of Columbia,11,001,100
20551,1,DC,Washington,District of Columbia,11,001,100
20552,1,DC,Washington,District of Columbia,11,001,100
20553,1,DC,Washington,District of Columbia,11,001,100
20554,1,DC,Washington,District of Columbia,11,001,100
20555,1,DC,Washington,District of Columbia,11,001,100
20557,1,DC,Washington,District of Columbia,11,001,100
20559,1,DC,Washington,District of Columbia,11,001,100
20560,1,DC,Washington,District of Columbia,11,001,100
20565,1,DC,Washington,District of Columbia,11,001,100
20566,1,DC,Washington,District of Columbia,11,001,100
20570,1,DC,Washington,District of Columbia,11,001,100
20571,1,DC,Washington,District of Columbia,11,001,100
20572,1,DC,Washington,District of Columbia,11,001,100
20573,1,DC,Washington,District of Columbia,11,001,100
20575,1,DC,Washington,District of Columbia,11,001,100
20576,1,DC,Washington,District of Columbia,11,001,100
20577,1,DC,Washington,District of Columbia,11,001,100
20578,1,DC,Washington,District of Columbia,11,001,100
20579,1,DC,Washington,District of Columbia,11,001,100
20580,1,DC,Washington,District of Columbia,11,001,100
20581,1,DC,Washington,District of Columbia,11,001,100
20585,1,DC,Washington,District of Columbia,11,001,100
20586,1,DC,Washington,District of Columbia,11,001,100
20588,1,MD,Cheltenham,Howard,24,027,100
20590,1,DC,Washington,District of Columbia,11,001,100
20591,1,DC,Washington,District of Columbia,11,001,100
20593,1,DC,Washington,District of Columbia,11,001,100
20594,1,DC,Washington,District of Columbia,11,001,100
20597,1,DC,Washington,District of Columbia,11,001,100
20598,1,VA,Alexandria,Loudoun,51,107,100
20599,1,DC,Washington,District of Columbia,11,001,100
20601,1,MD,Waldorf,Charles,24,017,96
20601,2,MD,Waldorf,Prince George's,24,033,4
20602,1,MD,Waldorf,Charles,24,017,100
20603,1,MD,Waldorf,Charles,24,017,100
20604,1,MD,Waldorf,Charles,24,017,100
20606,1,MD,Abell,Saint Mary's,24,037,100
20607,1,MD,Accokeek,Prince George's,24,033,99
20607,2,MD,Accokeek,Charles,24,017,1
20608,1,MD,Aquasco,Prince George's,24,033,100
20609,1,MD,Avenue,Saint Mary's,24,037,100
20610,1,MD,Barstow,Calvert,24,009,100
20611,1,MD,Bel Alton,Charles,24,017,100
20612,1,MD,Benedict,Charles,24,017,100
20613,1,MD,Brandywine,Prince George's,24,033,89
20613,2,MD,Brandywine,Charles,24,017,11
20615,1,MD,Broomes Island,Calvert,24,009,100
20616,1,MD,Bryans Road,Charles,24,017,100
20617,1,MD,Bryantown,Charles,24,017,100
20618,1,MD,Bushwood,Saint Mary's,24,037,100
20619,1,MD,California,Saint Mary's,24,037,100
20620,1,MD,Callaway,Saint Mary's,24,037,100
20621,1,MD,Chaptico,Saint Mary's,24,037,100
20622,1,MD,Charlotte Hall,Charles,24,017,63
20622,2,MD,Charlotte Hall,Saint Mary's,24,037,37
20623,1,MD,Cheltenham,Prince George's,24,033,100
20624,1,MD,Clements,Saint Mary's,24,037,100
20625,1,MD,Cobb Island,Charles,24,017,100
20626,1,MD,Coltons Point,Saint Mary's,24,037,100
20627,1,MD,Compton,Saint Mary's,24,037,100
20628,1,MD,Dameron,Saint Mary's,24,037,100
20629,1,MD,Dowell,Calvert,24,009,100
20630,1,MD,Drayden,Saint Mary's,24,037,100
20632,1,MD,Faulkner,Charles,24,017,100
20634,1,MD,Great Mills,Saint Mary's,24,037,100
20635,1,MD,Helen,Saint Mary's,24,037,100
20636,1,MD,Hollywood,Saint Mary's,24,037,100
20637,1,MD,Hughesville,Charles,24,017,100
20639,1,MD,Huntingtown,Calvert,24,009,100
20640,1,MD,Indian Head,Charles,24,017,100
20643,1,MD,Ironsides,Charles,24,017,100
20645,1,MD,Issue,Charles,24,017,100
20646,1,MD,La Plata,Charles,24,017,100
20650,1,MD,Leonardtown,Saint Mary's,24,037,100
20653,1,MD,Lexington Park,Saint Mary's,24,037,100
20656,1,MD,Loveville,Saint Mary's,24,037,100
20657,1,MD,Lusby,Calvert,24,009,100
20658,1,MD,Marbury,Charles,24,017,100
20659,1,MD,Mechanicsville,Saint Mary's,24,037,98
20659,2,MD,Mechanicsville,Charles,24,017,2
20660,1,MD,Morganza,Saint Mary's,24,037,100
20661,1,MD,Mount Victoria,Charles,24,017,100
20662,1,MD,Nanjemoy,Charles,24,017,100
20664,1,MD,Newburg,Charles,24,017,100
20667,1,MD,Park Hall,Saint Mary's,24,037,100
20670,1,MD,Patuxent River,Saint Mary's,24,037,100
20674,1,MD,Piney Point,Saint Mary's,24,037,100
20675,1,MD,Pomfret,Charles,24,017,100
20676,1,MD,Port Republic,Calvert,24,009,100
20677,1,MD,Port Tobacco,Charles,24,017,100
20678,1,MD,Prince Frederick,Calvert,24,009,100
20680,1,MD,Ridge,Saint Mary's,24,037,100
20682,1,MD,Rock Point,Charles,24,017,100
20684,1,MD,Saint Inigoes,Saint Mary's,24,037,100
20685,1,MD,Saint Leonard,Calvert,24,009,100
20686,1,MD,Saint Mary's City,Saint Mary's,24,037,100
20687,1,MD,Scotland,Saint Mary's,24,037,100
20688,1,MD,Solomons,Calvert,24,009,100
20689,1,MD,Sunderland,Calvert,24,009,100
20690,1,MD,Tall Timbers,Saint Mary's,24,037,100
20692,1,MD,Valley Lee,Saint Mary's,24,037,100
20693,1,MD,Welcome,Charles,24,017,100
20695,1,MD,White Plains,Charles,24,017,100
20697,1,MD,Southern MD Facility,Prince George's,24,033,100
20701,1,MD,Annapolis Junction,Howard,24,027,64
20701,2,MD,Annapolis Junction,Anne Arundel,24,003,36
20703,1,MD,Lanham,Prince George's,24,033,100
20704,1,MD,Beltsville,Prince George's,24,033,100
20705,1,MD,Beltsville,Prince George's,24,033,99
20705,2,MD,Beltsville,Montgomery,24,031,1
20706,1,MD,Lanham,Prince George's,24,033,100
20707,1,MD,Laurel,Prince George's,24,033,96
20707,2,MD,Laurel,Howard,24,027,3
20707,3,MD,Laurel,Montgomery,24,031,1
20708,1,MD,Laurel,Prince George's,24,033,100
20709,1,MD,Laurel,Prince George's,24,033,100
20710,1,MD,Bladensburg,Prince George's,24,033,100
20711,1,MD,Lothian,Anne Arundel,24,003,100
20712,1,MD,Mount Rainier,Prince George's,24,033,100
20714,1,MD,North Beach,Calvert,24,009,90
20714,2,MD,North Beach,Anne Arundel,24,003,10
20715,1,MD,Bowie,Prince George's,24,033,100
20716,1,MD,Bowie,Prince George's,24,033,100
20717,1,MD,Bowie,Prince George's,24,033,100
20718,1,MD,Bowie,Prince George's,24,033,100
20719,1,MD,Bowie,Prince George's,24,033,100
20720,1,MD,Bowie,Prince George's,24,033,100
20721,1,MD,Bowie,Prince George's,24,033,100
20722,1,MD,Brentwood,Prince George's,24,033,100
20723,1,MD,Laurel,Howard,24,027,100
20724,1,MD,Laurel,Anne Arundel,24,003,100
20725,1,MD,Laurel,Prince George's,24,033,100
20726,1,MD,Laurel,Prince George's,24,033,100
20731,1,MD,Capitol Heights,Prince George's,24,033,100
20732,1,MD,Chesapeake Beach,Calvert,24,009,100
20733,1,MD,Churchton,Anne Arundel,24,003,100
20735,1,MD,Clinton,Prince George's,24,033,100
20736,1,MD,Owings,Calvert,24,009,99
20736,2,MD,Owings,Anne Arundel,24,003,1
20737,1,MD,Riverdale,Prince George's,24,033,100
20738,1,MD,Riverdale,Prince George's,24,033,100
20740,1,MD,College Park,Prince George's,24,033,100
20741,1,MD,College Park,Prince George's,24,033,100
20742,1,MD,College Park,Prince George's,24,033,100
20743,1,MD,Capitol Heights,Prince George's,24,033,100
20744,1,MD,Fort Washington,Prince George's,24,033,100
20745,1,MD,Oxon Hill,Prince George's,24,033,100
20746,1,MD,Suitland,Prince George's,24,033,100
20747,1,MD,District Heights,Prince George's,24,033,100
20748,1,MD,Temple Hills,Prince George's,24,033,100
20749,1,MD,Fort Washington,Prince George's,24,033,100
20750,1,MD,Oxon Hill,Prince George's,24,033,100
20751,1,MD,Deale,Anne Arundel,24,003,100
20752,1,MD,Suitland,Prince George's,24,033,100
20753,1,MD,District Heights,Prince George's,24,033,100
20754,1,MD,Dunkirk,Calvert,24,009,92
20754,2,MD,Dunkirk,Anne Arundel,24,003,8
20755,1,MD,Fort George G Meade,Anne Arundel,24,003,100
20757,1,MD,Temple Hills,Prince George's,24,033,100
20758,1,MD,Friendship,Anne Arundel,24,003,100
20759,1,MD,Fulton,Howard,24,027,100
20762,1,MD,Andrews AFB,Prince George's,24,033,100
20763,1,MD,Savage,Howard,24,027,100
20764,1,MD,Shady Side,Anne Arundel,24,003,100
20765,1,MD,Galesville,Anne Arundel,24,003,100
20768,1,MD,Greenbelt,Prince George's,24,033,100
20769,1,MD,Glenn Dale,Prince George's,24,033,100
20770,1,MD,Greenbelt,Prince George's,24,033,100
20771,1,MD,Greenbelt,Prince George's,24,033,100
20772,1,MD,Upper Marlboro,Prince George's,24,033,100
20773,1,MD,Upper Marlboro,Prince George's,24,033,100
20774,1,MD,Upper Marlboro,Prince George's,24,033,100
20775,1,MD,Upper Marlboro,Prince George's,24,033,100
20776,1,MD,Harwood,Anne Arundel,24,003,100
20777,1,MD,Highland,Howard,24,027,96
20777,2,MD,Highland,Montgomery,24,031,4
20778,1,MD,West River,Anne Arundel,24,003,100
20779,1,MD,Tracys Landing,Anne Arundel,24,003,100
20781,1,MD,Hyattsville,Prince George's,24,033,100
20782,1,MD,Hyattsville,Prince George's,24,033,100
20783,1,MD,Hyattsville,Prince George's,24,033,100
20784,1,MD,Hyattsville,Prince George's,24,033,100
20785,1,MD,Hyattsville,Prince George's,24,033,100
20787,1,MD,Hyattsville,Prince George's,24,033,100
20788,1,MD,Hyattsville,Prince George's,24,033,100
20790,1,MD,Capitol Heights,Prince George's,24,033,100
20791,1,MD,Capitol Heights,Prince George's,24,033,100
20792,1,MD,Upper Marlboro,Prince George's,24,033,100
20794,1,MD,Jessup,Howard,24,027,77
20794,2,MD,Jessup,Anne Arundel,24,003,23
20797,1,MD,Southern MD Facility,Prince George's,24,033,100
20799,1,MD,Capitol Heights,Prince George's,24,033,100
20810,1,MD,Bethesda,Montgomery,24,031,100
20811,1,MD,Bethesda,Montgomery,24,031,100
20812,1,MD,Glen Echo,Montgomery,24,031,100
20813,1,MD,Bethesda,Montgomery,24,031,100
20814,1,MD,Bethesda,Montgomery,24,031,100
20815,1,MD,Chevy Chase,Montgomery,24,031,100
20816,1,MD,Bethesda,Montgomery,24,031,100
20817,1,MD,Bethesda,Montgomery,24,031,100
20818,1,MD,Cabin John,Montgomery,24,031,100
20824,1,MD,Bethesda,Montgomery,24,031,100
20825,1,MD,Chevy Chase,Montgomery,24,031,100
20827,1,MD,Bethesda,Montgomery,24,031,100
20830,1,MD,Olney,Montgomery,24,031,100
20832,1,MD,Olney,Montgomery,24,031,100
20833,1,MD,Brookeville,Montgomery,24,031,98
20833,2,MD,Brookeville,Howard,24,027,2
20837,1,MD,Poolesville,Montgomery,24,031,100
20838,1,MD,Barnesville,Montgomery,24,031,100
20839,1,MD,Beallsville,Montgomery,24,031,100
20841,1,MD,Boyds,Montgomery,24,031,100
20842,1,MD,Dickerson,Montgomery,24,031,78
20842,2,MD,Dickerson,Frederick,24,021,22
20847,1,MD,Rockville,Montgomery,24,031,100
20848,1,MD,Rockville,Montgomery,24,031,100
20849,1,MD,Rockville,Montgomery,24,031,100
20850,1,MD,Rockville,Montgomery,24,031,100
20851,1,MD,Rockville,Montgomery,24,031,100
20852,1,MD,Rockville,Montgomery,24,031,100
20853,1,MD,Rockville,Montgomery,24,031,100
20854,1,MD,Potomac,Montgomery,24,031,100
20855,1,MD,Derwood,Montgomery,24,031,100
20857,1,MD,Rockville,Montgomery,24,031,100
20859,1,MD,Potomac,Montgomery,24,031,100
20860,1,MD,Sandy Spring,Montgomery,24,031,100
20861,1,MD,Ashton,Montgomery,24,031,100
20862,1,MD,Brinklow,Montgomery,24,031,100
20866,1,MD,Burtonsville,Montgomery,24,031,100
20868,1,MD,Spencerville,Montgomery,24,031,100
20871,1,MD,Clarksburg,Montgomery,24,031,96
20871,2,MD,Clarksburg,Frederick,24,021,4
20872,1,MD,Damascus,Montgomery,24,031,100
20874,1,MD,Germantown,Montgomery,24,031,100
20875,1,MD,Germantown,Montgomery,24,031,100
20876,1,MD,Germantown,Montgomery,24,031,100
20877,1,MD,Gaithersburg,Montgomery,24,031,100
20878,1,MD,Gaithersburg,Montgomery,24,031,100
20879,1,MD,Gaithersburg,Montgomery,24,031,100
20880,1,MD,Washington Grove,Montgomery,24,031,100
20882,1,MD,Gaithersburg,Montgomery,24,031,100
20883,1,MD,Gaithersburg,Montgomery,24,031,100
20884,1,MD,Gaithersburg,Montgomery,24,031,100
20885,1,MD,Gaithersburg,Montgomery,24,031,100
20886,1,MD,Montgomery Village,Montgomery,24,031,100
20889,1,MD,Bethesda,Montgomery,24,031,100
20891,1,MD,Kensington,Montgomery,24,031,100
20892,1,MD,Bethesda,Montgomery,24,031,100
20894,1,MD,Bethesda,Montgomery,24,031,100
20895,1,MD,Kensington,Montgomery,24,031,100
20896,1,MD,Garrett Park,Montgomery,24,031,100
20897,1,MD,Suburban MD Facility,Montgomery,24,031,100
20898,1,MD,Gaithersburg,Montgomery,24,031,100
20899,1,MD,Gaithersburg,Montgomery,24,031,100
20901,1,MD,Silver Spring,Montgomery,24,031,100
20902,1,MD,Silver Spring,Montgomery,24,031,100
20903,1,MD,Silver Spring,Montgomery,24,031,84
20903,2,MD,Silver Spring,Prince George's,24,033,16
20904,1,MD,Silver Spring,Montgomery,24,031,96
20904,2,MD,Silver Spring,Prince George's,24,033,4
20905,1,MD,Silver Spring,Montgomery,24,031,100
20906,1,MD,Silver Spring,Montgomery,24,031,100
20907,1,MD,Silver Spring,Montgomery,24,031,100
20908,1,MD,Silver Spring,Montgomery,24,031,100
20910,1,MD,Silver Spring,Montgomery,24,031,100
20911,1,MD,Silver Spring,Montgomery,24,031,100
20912,1,MD,Takoma Park,Montgomery,24,031,90
20912,2,MD,Takoma Park,Prince George's,24,033,10
20913,1,MD,Takoma Park,Montgomery,24,031,100
20914,1,MD,Silver Spring,Montgomery,24,031,100
20915,1,MD,Silver Spring,Montgomery,24,031,100
20916,1,MD,Silver Spring,Montgomery,24,031,100
20918,1,MD,Silver Spring,Montgomery,24,031,100
20993,1,MD,Silver Spring,Montgomery,24,031,100
20997,1,MD,Silver Spring,Montgomery,24,031,100
21001,1,MD,Aberdeen,Harford,24,025,100
21005,1,MD,Aberdeen Proving Ground,Harford,24,025,100
21009,1,MD,Abingdon,Harford,24,025,100
21010,1,MD,Gunpowder,Harford,24,025,100
21012,1,MD,Arnold,Anne Arundel,24,003,100
21013,1,MD,Baldwin,Baltimore,24,005,70
21013,2,MD,Baldwin,Harford,24,025,30
21014,1,MD,Bel Air,Harford,24,025,100
21015,1,MD,Bel Air,Harford,24,025,100
21017,1,MD,Belcamp,Harford,24,025,100
21018,1,MD,Benson,Harford,24,025,100
21020,1,MD,Boring,Baltimore,24,005,100
21022,1,MD,Brooklandville,Baltimore,24,005,100
21023,1,MD,Butler,Baltimore,24,005,100
21027,1,MD,Chase,Baltimore,24,005,100
21028,1,MD,Churchville,Harford,24,025,100
21029,1,MD,Clarksville,Howard,24,027,100
21030,1,MD,Cockeysville,Baltimore,24,005,100
21031,1,MD,Hunt Valley,Baltimore,24,005,100
21032,1,MD,Crownsville,Anne Arundel,24,003,100
21034,1,MD,Darlington,Harford,24,025,100
21035,1,MD,Davidsonville,Anne Arundel,24,003,100
21036,1,MD,Dayton,Howard,24,027,100
21037,1,MD,Edgewater,Anne Arundel,24,003,100
21040,1,MD,Edgewood,Harford,24,025,100
21041,1,MD,Ellicott City,Howard,24,027,100
21042,1,MD,Ellicott City,Howard,24,027,100
21043,1,MD,Ellicott City,Howard,24,027,98
21043,2,MD,Ellicott City,Baltimore,24,005,2
21044,1,MD,Columbia,Howard,24,027,100
21045,1,MD,Columbia,Howard,24,027,100
21046,1,MD,Columbia,Howard,24,027,100
21047,1,MD,Fallston,Harford,24,025,100
21048,1,MD,Finksburg,Carroll,24,013,96
21048,2,MD,Finksburg,Baltimore,24,005,4
21050,1,MD,Forest Hill,Harford,24,025,100
21051,1,MD,Fork,Baltimore,24,005,100
21052,1,MD,Fort Howard,Baltimore,24,005,100
21053,1,MD,Freeland,Baltimore,24,005,100
21054,1,MD,Gambrills,Anne Arundel,24,003,100
21056,1,MD,Gibson Island,Anne Arundel,24,003,100
21057,1,MD,Glen Arm,Baltimore,24,005,100
21060,1,MD,Glen Burnie,Anne Arundel,24,003,100
21061,1,MD,Glen Burnie,Anne Arundel,24,003,100
21062,1,MD,Glen Burnie,Anne Arundel,24,003,100
21065,1,MD,Hunt Valley,Baltimore,24,005,100
21071,1,MD,Glyndon,Baltimore,24,005,100
21074,1,MD,Hampstead,Carroll,24,013,90
21074,2,MD,Hampstead,Baltimore,24,005,10
21075,1,MD,Elkridge,Howard,24,027,100
21076,1,MD,Hanover,Anne Arundel,24,003,88
21076,2,MD,Hanover,Howard,24,027,12
21077,1,MD,Harmans,Anne Arundel,24,003,100
21078,1,MD,Havre de Grace,Harford,24,025,100
21082,1,MD,Hydes,Baltimore,24,005,97
21082,2,MD,Hydes,Harford,24,025,3
21084,1,MD,Jarrettsville,Harford,24,025,100
21085,1,MD,Joppa,Harford,24,025,100
21087,1,MD,Kingsville,Baltimore,24,005,89
21087,2,MD,Kingsville,Harford,24,025,11
21088,1,MD,Lineboro,Carroll,24,013,100
21090,1,MD,Linthicum Heights,Anne Arundel,24,003,100
21092,1,MD,Long Green,Baltimore,24,005,100
21093,1,MD,Lutherville-Timonium,Baltimore,24,005,100
21094,1,MD,Lutherville-Timonium,Baltimore,24,005,100
21102,1,MD,Manchester,Carroll,24,013,92
21102,2,MD,Manchester,Baltimore,24,005,8
21104,1,MD,Marriottsville,Howard,24,027,56
21104,2,MD,Marriottsville,Carroll,24,013,40
21104,3,MD,Marriottsville,Baltimore,24,005,4
21105,1,MD,Maryland Line,Baltimore,24,005,100
21106,1,MD,Mayo,Anne Arundel,24,003,100
21108,1,MD,Millersville,Anne Arundel,24,003,100
21111,1,MD,Monkton,Baltimore,24,005,86
21111,2,MD,Monkton,Harford,24,025,14
21113,1,MD,Odenton,Anne Arundel,24,003,100
21114,1,MD,Crofton,Anne Arundel,24,003,100
21117,1,MD,Owings Mills,Baltimore,24,005,100
21120,1,MD,Parkton,Baltimore,24,005,100
21122,1,MD,Pasadena,Anne Arundel,24,003,100
21123,1,MD,Pasadena,Anne Arundel,24,003,100
21128,1,MD,Perry Hall,Baltimore,24,005,100
21130,1,MD,Perryman,Harford,24,025,100
21131,1,MD,Phoenix,Baltimore,24,005,100
21132,1,MD,Pylesville,Harford,24,025,100
21133,1,MD,Randallstown,Baltimore,24,005,100
21136,1,MD,Reisterstown,Baltimore,24,005,98
21136,2,MD,Reisterstown,Carroll,24,013,2
21139,1,MD,Riderwood,Baltimore,24,005,100
21140,1,MD,Riva,Anne Arundel,24,003,100
21144,1,MD,Severn,Anne Arundel,24,003,100
21146,1,MD,Severna Park,Anne Arundel,24,003,100
21150,1,MD,Simpsonville,Howard,24,027,100
21152,1,MD,Sparks Glencoe,Baltimore,24,005,100
21153,1,MD,Stevenson,Baltimore,24,005,100
21154,1,MD,Street,Harford,24,025,100
21155,1,MD,Upperco,Baltimore,24,005,90
21155,2,MD,Upperco,Carroll,24,013,10
21156,1,MD,Upper Falls,Baltimore,24,005,100
21157,1,MD,Westminster,Carroll,24,013,100
21158,1,MD,Westminster,Carroll,24,013,100
21160,1,MD,Whiteford,Harford,24,025,100
21161,1,MD,White Hall,Baltimore,24,005,59
21161,2,MD,White Hall,Harford,24,025,41
21162,1,MD,White Marsh,Baltimore,24,005,100
21163,1,MD,Woodstock,Howard,24,027,60
21163,2,MD,Woodstock,Baltimore,24,005,40
21201,1,MD,Baltimore,Baltimore City,24,510,100
21202,1,MD,Baltimore,Baltimore City,24,510,100
21203,1,MD,Baltimore,Baltimore City,24,510,100
21204,1,MD,Towson,Baltimore,24,005,100
21205,1,MD,Baltimore,Baltimore City,24,510,100
21206,1,MD,Baltimore,Baltimore City,24,510,85
21206,2,MD,Baltimore,Baltimore,24,005,15
21207,1,MD,Gwynn Oak,Baltimore,24,005,59
21207,2,MD,Gwynn Oak,Baltimore City,24,510,41
21208,1,MD,Pikesville,Baltimore,24,005,93
21208,2,MD,Pikesville,Baltimore City,24,510,7
21209,1,MD,Baltimore,Baltimore City,24,510,50
21209,2,MD,Baltimore,Baltimore,24,005,50
21210,1,MD,Baltimore,Baltimore City,24,510,95
21210,2,MD,Baltimore,Baltimore,24,005,5
21211,1,MD,Baltimore,Baltimore City,24,510,100
21212,1,MD,Baltimore,Baltimore City,24,510,71
21212,2,MD,Baltimore,Baltimore,24,005,29
21213,1,MD,Baltimore,Baltimore City,24,510,100
21214,1,MD,Baltimore,Baltimore City,24,510,100
21215,1,MD,Baltimore,Baltimore City,24,510,93
21215,2,MD,Baltimore,Baltimore,24,005,7
21216,1,MD,Baltimore,Baltimore City,24,510,100
21217,1,MD,Baltimore,Baltimore City,24,510,100
21218,1,MD,Baltimore,Baltimore City,24,510,100
21219,1,MD,Sparrows Point,Baltimore,24,005,100
21220,1,MD,Middle River,Baltimore,24,005,100
21221,1,MD,Essex,Baltimore,24,005,100
21222,1,MD,Dundalk,Baltimore,24,005,97
21222,2,MD,Dundalk,Baltimore City,24,510,3
21223,1,MD,Baltimore,Baltimore City,24,510,100
21224,1,MD,Baltimore,Baltimore City,24,510,87
21224,2,MD,Baltimore,Baltimore,24,005,13
21225,1,MD,Brooklyn,Baltimore City,24,510,53
21225,2,MD,Brooklyn,Anne Arundel,24,003,47
21226,1,MD,Curtis Bay,Baltimore City,24,510,56
21226,2,MD,Curtis Bay,Anne Arundel,24,003,44
21227,1,MD,Halethorpe,Baltimore,24,005,98
21227,2,MD,Halethorpe,Baltimore City,24,510,2
21228,1,MD,Catonsville,Baltimore,24,005,99
21228,2,MD,Catonsville,Baltimore City,24,510,1
21229,1,MD,Baltimore,Baltimore City,24,510,81
21229,2,MD,Baltimore,Baltimore,24,005,19
21230,1,MD,Baltimore,Baltimore City,24,510,100
21231,1,MD,Baltimore,Baltimore City,24,510,100
21233,1,MD,Baltimore,Baltimore City,24,510,100
21234,1,MD,Parkville,Baltimore,24,005,87
21234,2,MD,Parkville,Baltimore City,24,510,13
21235,1,MD,Baltimore,Baltimore City,24,510,100
21236,1,MD,Nottingham,Baltimore,24,005,99
21236,2,MD,Nottingham,Baltimore City,24,510,1
21237,1,MD,Rosedale,Baltimore,24,005,98
21237,2,MD,Rosedale,Baltimore City,24,510,2
21239,1,MD,Baltimore,Baltimore City,24,510,83
21239,2,MD,Baltimore,Baltimore,24,005,17
21240,1,MD,Baltimore,Anne Arundel,24,003,100
21241,1,MD,Baltimore,Baltimore City,24,510,100
21244,1,MD,Windsor Mill,Baltimore,24,005,100
21250,1,MD,Baltimore,Baltimore,24,005,100
21251,1,MD,Baltimore,Baltimore City,24,510,100
21252,1,MD,Towson,Baltimore,24,005,100
21263,1,MD,Baltimore,Baltimore City,24,510,100
21264,1,MD,Baltimore,Baltimore City,24,510,100
21270,1,MD,Baltimore,Baltimore City,24,510,100
21273,1,MD,Baltimore,Baltimore City,24,510,100
21275,1,MD,Baltimore,Baltimore City,24,510,100
21278,1,MD,Baltimore,Baltimore City,24,510,100
21279,1,MD,Baltimore,Baltimore City,24,510,100
21281,1,MD,Baltimore,Baltimore City,24,510,100
21282,1,MD,Pikesville,Baltimore,24,005,100
21284,1,MD,Towson,Baltimore,24,005,100
21285,1,MD,Towson,Baltimore,24,005,100
21286,1,MD,Towson,Baltimore,24,005,100
21287,1,MD,Baltimore,Baltimore City,24,510,100
21289,1,MD,Baltimore,Baltimore City,24,510,100
21290,1,MD,Baltimore,Baltimore City,24,510,100
21297,1,MD,Baltimore,Baltimore City,24,510,100
21298,1,MD,Baltimore,Baltimore City,24,510,100
21401,1,MD,Annapolis,Anne Arundel,24,003,100
21402,1,MD,Annapolis,Anne Arundel,24,003,100
21403,1,MD,Annapolis,Anne Arundel,24,003,100
21404,1,MD,Annapolis,Anne Arundel,24,003,100
21405,1,MD,Annapolis,Anne Arundel,24,003,100
21409,1,MD,Annapolis,Anne Arundel,24,003,100
21411,1,MD,Annapolis,Anne Arundel,24,003,100
21412,1,MD,Annapolis,Anne Arundel,24,003,100
21501,1,MD,Cumberland,Allegany,24,001,100
21502,1,MD,Cumberland,Allegany,24,001,100
21503,1,MD,Cumberland,Allegany,24,001,100
21504,1,MD,Cumberland,Allegany,24,001,100
21505,1,MD,Cumberland,Allegany,24,001,100
21520,1,MD,Accident,Garrett,24,023,100
21521,1,MD,Barton,Allegany,24,001,79
21521,2,MD,Barton,Garrett,24,023,21
21522,1,MD,Bittinger,Garrett,24,023,100
21523,1,MD,Bloomington,Garrett,24,023,100
21524,1,MD,Corriganville,Allegany,24,001,100
21528,1,MD,Eckhart Mines,Allegany,24,001,100
21529,1,MD,Ellerslie,Allegany,24,001,100
21530,1,MD,Flintstone,Allegany,24,001,100
21531,1,MD,Friendsville,Garrett,24,023,100
21532,1,MD,Frostburg,Allegany,24,001,86
21532,2,MD,Frostburg,Garrett,24,023,14
21536,1,MD,Grantsville,Garrett,24,023,100
21538,1,MD,Kitzmiller,Garrett,24,023,100
21539,1,MD,Lonaconing,Allegany,24,001,68
21539,2,MD,Lonaconing,Garrett,24,023,32
21540,1,MD,Luke,Allegany,24,001,100
21541,1,MD,McHenry,Garrett,24,023,100
21542,1,MD,Midland,Allegany,24,001,100
21543,1,MD,Midlothian,Allegany,24,001,100
21545,1,MD,Mount Savage,Allegany,24,001,100
21550,1,MD,Oakland,Garrett,24,023,100
21555,1,MD,Oldtown,Allegany,24,001,100
21556,1,MD,Pinto,Allegany,24,001,100
21557,1,MD,Rawlings,Allegany,24,001,100
21560,1,MD,Spring Gap,Allegany,24,001,100
21561,1,MD,Swanton,Garrett,24,023,100
21562,1,MD,Westernport,Garrett,24,023,51
21562,2,MD,Westernport,Allegany,24,001,49
21601,1,MD,Easton,Talbot,24,041,100
21607,1,MD,Barclay,Queen Anne's,24,035,100
21609,1,MD,Bethlehem,Caroline,24,011,100
21610,1,MD,Betterton,Kent,24,029,100
21612,1,MD,Bozman,Talbot,24,041,100
21613,1,MD,Cambridge,Dorchester,24,019,100
21617,1,MD,Centreville,Queen Anne's,24,035,100
21619,1,MD,Chester,Queen Anne's,24,035,100
21620,1,MD,Chestertown,Kent,24,029,78
21620,2,MD,Chestertown,Queen Anne's,24,035,22
21622,1,MD,Church Creek,Dorchester,24,019,100
21623,1,MD,Church Hill,Queen Anne's,24,035,100
21624,1,MD,Claiborne,Talbot,24,041,100
21625,1,MD,Cordova,Talbot,24,041,100
21626,1,MD,Crapo,Dorchester,24,019,100
21627,1,MD,Crocheron,Dorchester,24,019,100
21628,1,MD,Crumpton,Queen Anne's,24,035,100
21629,1,MD,Denton,Caroline,24,011,100
21631,1,MD,East New Market,Dorchester,24,019,100
21632,1,MD,Federalsburg,Caroline,24,011,97
21632,2,MD,Federalsburg,Dorchester,24,019,3
21634,1,MD,Fishing Creek,Dorchester,24,019,100
21635,1,MD,Galena,Kent,24,029,100
21636,1,MD,Goldsboro,Caroline,24,011,100
